National Center for Education Statistics
"Number of students enrolled in postsecondary institutions annually, by state and  sector of institution: 2023-24"

Year,State,Total,Administrative unit only,"Public, 4-year or above","Private not-for-profit, 4-year or above","Private for-profit, 4-year or above","Public, 2-year","Private not-for-profit, 2-year","Private for-profit, 2-year","Public, less-than 2-year","Private not-for-profit, less-than 2-year","Private for-profit, less-than 2-year"
2001-02,Alabama,"319,831",N/A,"162,627","28,591","6,698","120,114",330,123,N/A,89,"1,259"
2001-02,Alaska,"54,652",N/A,"47,217","1,041",895,"3,904",N/A,N/A,"1,182",N/A,413
2001-02,Arizona,"627,711",N/A,"130,962","17,467","113,246","343,652","1,797","12,749","2,885",N/A,"4,953"
2001-02,Arkansas,"178,098",N/A,"89,428","14,505",N/A,"61,732","1,242",892,"8,544",N/A,"1,755"
2001-02,California,"3,663,883",N/A,"661,192","320,032","95,211","2,428,380","26,919","38,031","32,200","4,971","56,947"
2001-02,Colorado,"415,558",N/A,"189,932","33,130","21,199","150,363",410,"11,781","6,544",N/A,"2,199"
2001-02,Connecticut,"224,898",N/A,"77,204","71,184",323,"62,309",624,"2,812",N/A,712,"9,730"
2001-02,Delaware,"62,286",N/A,"28,663","14,362",N/A,"18,027",245,N/A,N/A,N/A,989
2001-02,District of Columbia,"115,015",N/A,"10,617","77,926","23,825",N/A,44,N/A,N/A,73,"2,530"
2001-02,Florida,"1,187,536",N/A,"343,502","162,436","57,603","567,287","5,325","16,393","7,064",855,"27,071"
2001-02,Georgia,"535,204",N/A,"217,218","71,428","25,743","202,113","3,627","4,198",N/A,N/A,"10,877"
2001-02,Hawaii,"91,225",N/A,"28,922","19,478","3,305","34,897","2,735",790,N/A,N/A,"1,098"
2001-02,Idaho,"99,063",N/A,"63,116","15,365",925,"17,702",N/A,"1,471",N/A,N/A,484
2001-02,Illinois,"1,216,389",N/A,"234,611","242,676","37,909","676,413","1,679","10,716",267,"1,187","10,931"
2001-02,Indiana,"461,338",N/A,"245,476","87,582","4,164","108,126","1,511","11,818",121,N/A,"2,540"
2001-02,Iowa,"261,263",N/A,"82,370","63,700","6,647","105,508","1,301","1,737",N/A,N/A,N/A
2001-02,Kansas,"286,136",N/A,"111,582","35,266",N/A,"129,918","1,172","1,415","3,640","1,322","1,821"
2001-02,Kentucky,"276,445",N/A,"128,779","30,119","6,824","99,191",865,"10,347",N/A,N/A,320
2001-02,Louisiana,"312,640",N/A,"174,953","33,146","3,702","88,888",347,"4,494",N/A,N/A,"7,110"
2001-02,Maine,"78,967",N/A,"43,020","20,088",N/A,"12,602",129,"2,065",N/A,60,"1,003"
2001-02,Maryland,"408,422",N/A,"170,931","61,031","2,565","164,608",97,"4,155",37,N/A,"4,998"
2001-02,Massachusetts,"569,747",N/A,"149,963","277,386","1,622","125,924","2,749","1,863",327,"1,753","8,160"
2001-02,Michigan,"834,682",N/A,"338,132","127,654","7,063","343,065",772,"3,983",642,982,"12,389"
2001-02,Minnesota,"415,547",N/A,"149,493","73,192","21,719","161,068","2,229","5,571",N/A,435,"1,840"
2001-02,Mississippi,"185,870",N/A,"83,767","14,237",N/A,"84,006",391,"2,083",N/A,N/A,"1,386"
2001-02,Missouri,"472,919",N/A,"154,131","158,441","12,853","132,017","1,234","10,259","1,436",125,"2,423"
2001-02,Montana,"58,144",N/A,"39,492","5,463",N/A,"12,336",670,183,N/A,N/A,N/A
2001-02,Nebraska,"168,651",N/A,"66,275","27,139",N/A,"71,265",533,"3,342",N/A,N/A,97
2001-02,Nevada,"136,160",N/A,"52,177",778,"4,814","73,122",N/A,"4,097",N/A,57,"1,115"
2001-02,New Hampshire,"88,357",N/A,"33,070","31,959","4,822","15,876",N/A,"1,598",N/A,216,816
2001-02,New Jersey,"481,586",N/A,"177,268","74,610","8,455","197,374",867,"3,491",930,262,"18,329"
2001-02,New Mexico,"173,224",N/A,"62,157","4,579","7,808","96,987",288,640,N/A,N/A,765
2001-02,New York,"1,405,287",N/A,"434,330","517,854","29,554","347,044","9,529","37,191","3,125","5,897","20,763"
2001-02,North Carolina,"554,073",N/A,"197,639","88,424",119,"261,652",744,"2,646",N/A,266,"2,583"
2001-02,North Dakota,"53,064",N/A,"35,379","4,779",N/A,"11,649",463,783,N/A,N/A,11
2001-02,Ohio,"796,034",N/A,"328,326","160,562","7,372","248,493","2,039","25,421","17,287",601,"5,933"
2001-02,Oklahoma,"269,316",N/A,"125,260","26,993","5,010","98,596",N/A,"2,279","6,904",N/A,"4,274"
2001-02,Oregon,"302,308",N/A,"103,460","28,825","4,445","156,556",918,"6,186",N/A,N/A,"1,918"
2001-02,Pennsylvania,"826,394",N/A,"294,026","280,654","10,837","172,258","9,522","39,499","2,975","1,807","14,816"
2001-02,Rhode Island,"99,352",N/A,"28,778","43,647",N/A,"24,114",59,N/A,N/A,N/A,"2,754"
2001-02,South Carolina,"259,840",N/A,"110,053","39,892","1,107","105,320",733,"1,065",97,N/A,"1,573"
2001-02,South Dakota,"60,206",N/A,"40,782","7,988","4,234","6,516",557,129,N/A,N/A,N/A
2001-02,Tennessee,"352,610",N/A,"141,191","64,246","3,770","111,340",972,"7,473","19,770",88,"3,760"
2001-02,Texas,"1,608,736",N/A,"546,662","147,241","12,952","836,875","1,589","26,591",179,542,"36,105"
2001-02,Utah,"265,444",N/A,"144,502","43,544","6,666","52,516","1,365","5,137","9,510",N/A,"2,204"
2001-02,Vermont,"44,690",N/A,"21,229","17,788",295,"4,665",390,235,N/A,N/A,88
2001-02,Virginia,"553,835",N/A,"221,219","65,273","9,087","237,219",853,"10,777",856,149,"8,402"
2001-02,Washington,"508,213",N/A,"120,884","45,171","6,441","319,752",841,"7,683","1,065",53,"6,323"
2001-02,West Virginia,"119,112",N/A,"88,233","13,910",N/A,"11,362",44,"4,323","1,010",230,N/A
2001-02,Wisconsin,"427,162",N/A,"179,183","80,107","4,587","160,722",557,"1,602",N/A,143,261
2001-02,Wyoming,"43,825",N/A,"16,616",N/A,N/A,"25,269",N/A,"1,924",16,N/A,N/A

"This table presents data collected from Title IV institutions in the United States. Prior to 2009-10, the data include only Title IV primarily postsecondary institutions."
"SOURCE: U.S. Department of Education, National Center for Education Statistics, Integrated Postsecondary Education Data System (IPEDS), 12-month Enrollment component final data (2001-02 - 2022-23) and provisional data (2023-24)."
"This is the unduplicated 12-month enrollment  at institutions from July 1 of one year through June 30 of the next. Prior to 2010-11, institutions could choose to report on the 12-month period between July 1 and June 30 or September 1 and August 31."
